-4.6394505e-30	-4.5721923e-30	4.5946986e-30	4.5279192e-30	4.6043407e-30	4.596566e-30	-4.5954216e-30	-4.622735e-30	4.5800284e-30	-4.615262e-30	-4.5689987e-30	4.5472293e-30	4.5154202e-30	4.6279152e-30	-4.5757538e-30	4.608761e-30	4.578693e-30	4.5627432e-30	4.5703807e-30	-4.619073e-30	4.5740046e-30	-4.5813487e-30	-4.5810993e-30	-4.6443725e-30	4.6095456e-30	-4.6033698e-30	4.5782353e-30	-4.540824e-30	-4.6040615e-30	4.6511344e-30	4.519281e-30	4.6404744e-30	-4.5383177e-30	4.5760114e-30	4.5584384e-30	4.5321676e-30	4.519957e-30	-4.6101312e-30	4.5779776e-30	-4.5888625e-30	-4.5805073e-30	-4.5619002e-30	4.607999e-30	-4.6271802e-30	-4.582293e-30	4.5633924e-30	4.5268927e-30	4.5389358e-30	4.5776225e-30	-4.507842e-30
0.054933216	0.083373554	0.06505141	-0.104641825	-0.0581284	0.42189792	-0.22452378	0.31027827	0.2045451	-0.1394701	-0.17089269	-0.2398322	0.04085405	0.14500123	-0.03282476	0.027953876	-0.036319226	0.121734776	0.35118902	0.21900527	0.0033186343	-0.25191146	0.24442759	0.09205928	0.06668996	0.37089592	0.1378385	0.07730186	-0.2815101	0.26731136	0.09165171	-0.22388469	0.21471989	0.06613816	0.05597117	0.3313699	-0.14936168	0.21202141	0.01991623	-0.3025305	0.18147555	0.1398618	-0.25119102	0.08780945	-0.09436254	0.17338383	0.14089896	0.19299036	-0.17571874	-0.2700082
-0.13786946	0.16065729	0.03281017	-0.018126164	-0.18985735	0.38974613	-0.31493464	0.027677894	0.24573244	-0.23765326	-0.33574748	-0.23151824	-0.030159986	-0.014542425	-0.09563419	-0.04128347	-0.14590955	0.03711419	0.25127065	0.098202445	0.08432978	-0.1352317	0.31071702	0.13897142	0.16028143	0.2970237	0.3375836	0.12125336	-0.2875717	0.23588096	0.22611053	-0.09393098	0.045816522	0.18737158	0.05213939	0.24769777	-0.13502614	0.119269	-0.04625279	-0.3741615	0.09442436	-0.020703979	-0.122839704	0.22823349	-0.1444135	0.27972344	0.20394684	0.30009833	-0.21485664	-0.28549594
-0.059044324	0.15472415	0.2967289	0.30958226	-0.17151853	0.06634388	0.028163726	-0.067904696	0.106245466	0.11190145	-0.17213932	-0.14668396	0.19376113	-0.04036725	-0.07256219	-0.18784253	0.016981034	0.13097082	0.059378814	-0.10952469	0.10995247	-0.052747972	-0.107437946	0.1604991	0.093302086	0.07234174	-0.04722362	-0.09130597	0.07770954	-0.01921144	0.17305467	-0.11641437	0.03284304	-0.009574231	0.16157515	0.14681762	-0.0019055667	-0.0041639907	0.01562556	-0.04091584	-0.097433284	-0.10792438	-0.041855898	0.100365475	-0.07686646	0.1427454	-0.2680086	0.07904114	0.049071882	-0.10728599
-0.22058557	0.12361719	0.11701064	0.08382822	-0.10029547	0.15052006	-0.14175315	0.1802389	0.17969044	-0.06465579	-0.17373836	-0.09846949	0.20546086	-0.23256108	-0.16208209	0.12371373	0.19244926	0.10524634	0.11688772	-0.030184781	0.20995212	-0.25389564	0.13234697	-0.24955545	-0.017710563	0.11408118	0.013157988	-0.09106608	0.003219341	0.2569173	0.031255778	-0.22440168	0.24993195	-0.08606563	0.064566106	0.3201763	-0.18268795	0.12140562	0.13004793	-0.16065738	0.31906527	-0.16625978	0.02964262	0.07558638	-0.18967897	0.25953194	-0.013723712	0.10748236	-0.23160513	-0.19856769
-0.12812203	0.083805434	0.28336713	0.14114058	-0.06831952	-0.030829156	-0.051592305	0.057986148	-0.02225016	-0.030727819	-0.053002987	0.03314523	0.022231221	-0.16314623	-0.1148966	0.060174163	0.052609447	0.09551986	0.06483637	-0.06370235	0.013579983	-0.09573703	0.0023268242	0.038530067	0.011956105	-0.060705643	0.17297074	-0.2583374	-0.05453811	0.0029594516	-0.01808559	0.005070869	-0.07943968	0.18113738	0.08031679	0.063824974	0.045773033	0.08466823	0.10846179	-0.040227417	0.051832236	-0.13561101	0.47242644	-0.04556186	0.07894568	0.055526476	-0.04705372	-0.062613755	-0.091550805	-0.11390508
0.10385979	-0.0050819274	0.10834976	0.3454309	-0.041013405	0.206969	-0.25657457	0.34405306	-0.009933676	0.06287234	-0.08762186	-0.2726799	0.1006167	0.04009713	-0.024838552	0.34527853	0.26039106	0.17823549	0.124978594	0.0014803451	0.19505894	-0.16575916	0.07247266	-0.105367035	0.36131516	0.109579004	0.17436393	-0.30939713	-0.02153803	0.09781593	-0.02508626	-0.21333537	0.103111215	0.21532412	0.16453487	0.204429	-0.11894471	0.1243043	-0.03241678	-0.103314534	0.2765042	-0.14002983	-0.1387575	0.04920484	-0.05828271	0.25484732	-0.10748422	0.075388774	-0.20127133	-0.26149884
-0.11073423	0.2536594	-0.06788078	-0.19406715	0.06822903	0.4242958	-0.20462263	0.01066541	0.26436764	-0.09890553	-0.3039449	-0.1195993	0.01436027	-0.04549214	-0.20618755	-0.07896521	-0.010572796	0.05996611	0.38067323	0.22636758	0.23761801	-0.23968898	0.21001154	-0.03883345	0.05368233	0.377752	0.22324987	0.14212881	-0.32901743	0.20185919	0.111384794	-0.14959964	0.122530185	0.0036543827	0.12144995	0.256284	-0.1680728	0.2678611	0.036357816	-0.37067753	0.14956404	0.16013505	-0.09149018	0.16065401	-0.120553955	0.24262795	0.34243393	0.3367096	-0.15895325	-0.34282944
0.049310535	-0.10696301	0.105745465	0.52988476	-0.21879876	0.23984306	-0.24720453	0.3097267	0.03788025	0.070342846	-0.16571833	-0.21057713	0.020916387	-0.1122807	0.06582699	0.016971212	-0.14394923	0.1267735	0.20092551	-0.06919439	-0.009596711	-0.26965073	0.13739751	-0.16308202	0.38554177	0.1533207	0.033072453	-0.080523334	-0.101459675	0.12845	0.08758816	-0.120570585	0.097888745	0.41379255	-0.030232154	0.20332886	-0.031250812	0.20379038	0.26688972	-0.15767296	0.39382422	-0.13865937	0.07492275	-0.066889115	-0.073927194	0.17353395	-0.19558164	0.1661581	-0.28651392	-0.41946042
0.05697027	0.04219538	0.24920963	0.31929794	-0.15488273	0.37119812	-0.31676129	0.04791664	0.2724324	0.012824992	-0.3238306	-0.33199087	-0.014407283	0.13859436	-0.14006497	-0.004307567	-0.05819231	0.10046007	0.38546282	0.0032054936	-0.024231609	-0.20810105	0.10091498	0.2317892	0.1933895	0.32104743	0.19276392	0.0028870816	-0.37792388	0.21080424	-0.07747623	-0.13014667	0.1058946	0.090441085	0.05515864	0.29846895	-0.13403071	0.19835252	0.0680592	-0.33507064	0.1833154	-0.12569104	0.13799576	0.09577656	-0.10433502	0.2373179	-0.2790304	0.18047975	-0.21851459	-0.40804172
-0.15079884	0.22249827	-0.034803633	0.071956486	-0.21889238	0.2877037	-0.17796405	0.054282684	0.30816633	-0.3016176	-0.21023959	-0.28230742	0.15384619	0.14787407	-0.24335302	-0.20045437	-0.041841887	0.10557341	0.24568339	0.10882294	0.07329373	-0.3140663	0.26139918	0.122608654	-0.050824016	0.3725466	0.20390724	0.0008270415	-0.33294842	0.193848	0.046905097	-0.1372526	0.08151224	0.120058216	0.035414446	0.27632216	-0.1555091	0.2000788	0.035503287	-0.2841688	0.1827278	0.037936945	-0.26920122	0.17435054	-0.14214352	0.14005491	0.21058221	0.33416882	-0.27094337	-0.24579349
0.09609251	-0.13526425	0.18317711	0.1794849	-0.089428075	-0.023660978	-0.0068089445	0.12233898	-0.061319623	-0.09676557	0.03458488	0.015262594	-0.082065254	0.16675596	0.17850503	0.15707998	-0.055135254	0.07724565	-0.022238683	-0.049388494	-0.24168663	-0.06982025	-0.06636096	0.058047924	-0.2093303	-0.14913908	-0.0075017177	0.054694097	0.12088762	0.048115727	-0.05826187	-0.10893115	-0.024487367	0.24054901	0.05012665	0.088538036	-0.047225494	0.009940606	-0.050131515	0.08101016	0.16787449	0.10386263	-0.21735328	-0.15642492	0.13235769	0.12875395	-0.06056833	-0.08688414	-0.10898138	-0.008262873
-0.110052675	0.19691741	0.07589272	0.08993586	-0.10964294	0.30174163	-0.3454499	-0.14464119	0.26525226	-0.1284009	-0.3098532	-0.17259984	-0.019363342	-0.008069763	-0.24159268	-0.18071902	-0.01241821	-0.011600178	0.26620442	0.015561636	0.18456656	-0.087827705	0.2844061	0.081179336	-0.19582003	0.28017673	0.33849433	0.14790826	-0.2800027	0.1977252	0.06530125	-0.04792971	0.1622175	0.067931116	0.1070464	0.20246395	-0.10277672	0.10966271	0.12187419	-0.38374418	-0.3915258	0.20258017	-0.06954462	0.20833012	-0.12271783	0.17784788	0.3517838	0.31546357	-0.1826613	-0.2807851
